bird_y, bottom_pipe_y, top_pipe_y, dist, did_jump
355,631,449,333,0
360,631,449,331,0
365,631,449,329,0
371,631,449,327,0
377,631,449,325,0
383,631,449,323,0
389,631,449,321,0
395,631,449,319,0
402,631,449,317,0
409,631,449,315,0
416,631,449,313,0
423,631,449,311,0
430,631,449,309,0
438,631,449,307,0
446,631,449,305,0
454,631,449,303,0
462,631,449,301,0
470,631,449,299,0
479,631,449,297,0
488,631,449,295,0
497,631,449,293,0
506,631,449,291,0
515,631,449,289,0
525,631,449,287,0
535,631,449,285,0
545,631,449,283,0
555,631,449,281,0
565,631,449,279,0
576,631,449,277,0
587,631,449,275,0
598,631,449,273,0
609,631,449,271,0
620,631,449,269,0
632,631,449,267,0
644,631,449,265,0
656,631,449,263,0
668,631,449,261,0
680,631,449,259,0
693,631,449,257,0
705,631,449,255,0
718,631,449,253,0
732,631,449,251,0
55,462,262,333,0
60,462,262,331,0
65,462,262,329,0
71,462,262,327,0
77,462,262,325,0
83,462,262,323,0
89,462,262,321,0
95,462,262,319,0
102,462,262,317,0
109,462,262,315,0
116,462,262,313,0
123,462,262,311,0
130,462,262,309,0
138,462,262,307,0
146,462,262,305,0
154,462,262,303,0
162,462,262,301,0
170,462,262,299,0
179,462,262,297,0
188,462,262,295,0
197,462,262,293,0
206,462,262,291,0
215,462,262,289,0
225,462,262,287,0
235,462,262,285,0
245,462,262,283,0
255,462,262,281,0
265,462,262,279,0
276,462,262,277,0
286,462,262,275,0
297,462,262,273,0
309,462,262,271,0
320,462,262,269,0
332,462,262,267,0
343,462,262,265,0
355,462,262,263,0
368,462,262,261,0
380,462,262,259,0
393,462,262,257,0
405,462,262,255,0
418,462,262,253,0
432,462,262,251,0
445,462,262,249,0
459,462,262,247,0
472,462,262,245,0
486,462,262,243,0
501,462,262,241,0
515,462,262,239,0
530,462,262,237,0
544,462,262,235,0
559,462,262,233,0
575,462,262,231,0
590,462,262,229,0
581,462,262,227,1
573,462,262,225,0
566,462,262,223,0
560,462,262,221,0
555,462,262,219,0
551,462,262,217,0
548,462,262,215,0
546,462,262,213,0
545,462,262,211,0
545,462,262,209,0
546,462,262,207,0
548,462,262,205,0
551,462,262,203,0
555,462,262,201,0
560,462,262,199,0
566,462,262,197,0
573,462,262,195,0
578,462,262,193,0
583,462,262,191,0
589,462,262,189,0
594,462,262,187,0
600,462,262,185,0
591,462,262,183,1
583,462,262,181,0
576,462,262,179,0
570,462,262,177,0
565,462,262,175,0
561,462,262,173,0
558,462,262,171,0
556,462,262,169,0
555,462,262,167,0
555,462,262,165,0
556,462,262,163,0
558,462,262,161,0
549,462,262,159,1
541,462,262,157,0
534,462,262,155,0
528,462,262,153,0
523,462,262,151,0
519,462,262,149,0
516,462,262,147,0
514,462,262,145,0
513,462,262,143,0
513,462,262,141,0
504,462,262,139,1
496,462,262,137,0
489,462,262,135,0
483,462,262,133,0
478,462,262,131,0
474,462,262,129,0
471,462,262,127,0
469,462,262,125,0
468,462,262,123,0
468,462,262,121,0
469,462,262,119,0
460,462,262,117,1
452,462,262,115,0
445,462,262,113,0
439,462,262,111,0
434,462,262,109,0
430,462,262,107,0
427,462,262,105,0
425,462,262,103,0
424,462,262,101,0
424,462,262,99,0
425,462,262,97,0
427,462,262,95,0
430,462,262,93,0
421,462,262,91,1
413,462,262,89,0
406,462,262,87,0
400,462,262,85,0
395,462,262,83,0
391,462,262,81,0
388,462,262,79,0
386,462,262,77,0
385,462,262,75,0
385,462,262,73,0
386,462,262,71,0
388,462,262,69,0
391,462,262,67,0
395,462,262,65,0
400,462,262,63,0
406,462,262,61,0
413,462,262,59,0
418,462,262,57,0
409,462,262,55,1
401,462,262,53,0
394,462,262,51,0
388,462,262,49,0
383,462,262,47,0
379,462,262,45,0
376,462,262,43,0
374,462,262,41,0
373,462,262,39,0
373,462,262,37,0
374,462,262,35,0
376,462,262,33,0
379,462,262,31,0
383,462,262,29,0
388,462,262,27,0
379,462,262,25,1
371,462,262,23,0
364,462,262,21,0
358,462,262,19,0
353,462,262,17,0
349,462,262,15,0
346,462,262,13,0
344,462,262,11,0
343,462,262,9,0
343,462,262,7,0
344,462,262,5,0
346,462,262,3,0
349,462,262,1,0
353,462,262,0,0
358,462,262,0,0
349,462,262,0,1
341,462,262,0,0
334,462,262,0,0
328,462,262,0,0
323,462,262,0,0
319,462,262,0,0
316,462,262,0,0
314,462,262,0,0
313,462,262,0,0
313,462,262,0,0
314,462,262,0,0
316,462,262,0,0
319,462,262,0,0
323,462,262,0,0
328,462,262,0,0
334,462,262,0,0
341,462,262,0,0
346,462,262,0,0
351,462,262,0,0
357,462,262,0,0
362,462,262,0,0
368,462,262,0,0
374,462,262,0,0
380,462,262,0,0
387,462,262,0,0
393,462,262,0,0
400,462,262,0,0
407,462,262,0,0
414,462,262,0,-1
422,462,262,0,-1
429,462,262,0,-1
437,462,262,0,-1
445,462,262,0,-1
453,462,262,0,-1
462,462,262,0,-1
470,462,262,0,-1
479,462,262,0,-1
488,462,262,0,-1
497,462,262,0,-1
507,462,262,0,-1
516,462,262,0,-1
526,462,262,0,-1
536,462,262,0,-1
546,462,262,0,-1
557,462,262,0,-1
567,462,262,0,-1
578,462,262,0,-1
589,462,262,0,-1
600,462,262,0,-1
